1485	-24,33543
1485,05	-24,52079
1485,1	-24,43069
1485,15	-24,57828
1485,2	-24,58429
1485,25	-24,39387
1485,3	-24,37866
1485,35	-24,29791
1485,4	-24,18879
1485,45	-24,24753
1485,5	-24,41815
1485,55	-24,45577
1485,6	-24,37656
1485,65	-24,53528
1485,7	-24,47009
1485,75	-24,04372
1485,8	-23,9641
1485,85	-24,05903
1485,9	-24,24193
1485,95	-24,28758
1486	-24,43928
1486,05	-24,45106
1486,1	-24,10464
1486,15	-24,29625
1486,2	-24,2388
1486,25	-24,04684
1486,3	-23,99652
1486,35	-24,06712
1486,4	-24,02791
1486,45	-24,1297
1486,5	-24,19722
1486,55	-24,28703
1486,6	-24,26739
1486,65	-24,12423
1486,7	-24,10716
1486,75	-24,2035
1486,8	-24,06031
1486,85	-24,19019
1486,9	-24,25284
1486,95	-24,21241
1487	-24,18892
1487,05	-24,12556
1487,1	-24,98043
1487,15	-23,74613
1487,2	-23,74405
1487,25	-24,13168
1487,3	-24,06949
1487,35	-24,27203
1487,4	-24,2958
1487,45	-24,12117
1487,5	-24,27015
1487,55	-23,90475
1487,6	-23,90329
1487,65	-23,879
1487,7	-24,12275
1487,75	-24,13045
1487,8	-24,18188
1487,85	-24,14565
1487,9	-23,98919
1487,95	-23,84299
1488	-23,86371
1488,05	-24,01542
1488,1	-24,07914
1488,15	-24,16985
1488,2	-24,22258
1488,25	-23,79216
1488,3	-23,81675
1488,35	-24,0651
1488,4	-23,75608
1488,45	-23,91866
1488,5	-23,84836
1488,55	-24,19103
1488,6	-23,96769
1488,65	-24,05624
1488,7	-24,09581
1488,75	-23,8733
1488,8	-23,77178
1488,85	-23,85061
1488,9	-23,7164
1488,95	-24,14156
1489	-24,01468
1489,05	-24,07816
1489,1	-24,09289
1489,15	-24,12853
1489,2	-23,76701
1489,25	-23,67862
1489,3	-24,09341
1489,35	-23,90094
1489,4	-24,05347
1489,45	-23,94227
1489,5	-24,1656
1489,55	-24,0815
1489,6	-23,56798
1489,65	-23,5526
1489,7	-23,73621
1489,75	-23,67958
1489,8	-23,87947
1489,85	-24,04555
1489,9	-24,03736
1489,95	-23,72092
1490	-23,60469
1490,05	-23,63924
1490,1	-23,56572
1490,15	-23,64535
1490,2	-23,69959
1490,25	-23,84143
1490,3	-23,64308
1490,35	-23,6083
1490,4	-23,44591
1490,45	-23,58953
1490,5	-23,45816
1490,55	-23,71962
1490,6	-23,60233
1490,65	-23,73363
1490,7	-23,69423
1490,75	-23,66368
1490,8	-23,62725
1490,85	-23,42974
1490,9	-23,32407
1490,95	-23,58593
1491	-23,40726
1491,05	-23,63267
1491,1	-23,73643
1491,15	-23,72677
1491,2	-23,53236
1491,25	-23,52978
1491,3	-23,38735
1491,35	-23,2918
1491,4	-23,49805
1491,45	-23,72566
1491,5	-23,74714
1491,55	-23,72965
1491,6	-23,7561
1491,65	-23,44638
1491,7	-23,61616
1491,75	-23,31157
1491,8	-23,42501
1491,85	-23,71444
1491,9	-23,70008
1491,95	-23,65153
1492	-23,53363
1492,05	-23,44794
1492,1	-23,16749
1492,15	-23,184
1492,2	-23,33055
1492,25	-23,50601
1492,3	-23,45429
1492,35	-23,39281
1492,4	-23,41138
1492,45	-23,28447
1492,5	-23,21908
1492,55	-23,17138
1492,6	-23,07488
1492,65	-23,34809
1492,7	-23,3246
1492,75	-23,31411
1492,8	-23,16826
1492,85	-23,40464
1492,9	-23,35111
1492,95	-23,50533
1493	-23,09986
1493,05	-23,37726
1493,1	-23,16163
1493,15	-23,18817
1493,2	-23,26047
1493,25	-23,42475
1493,3	-23,43698
1493,35	-23,2815
1493,4	-23,18454
1493,45	-23,00122
1493,5	-23,07649
1493,55	-23,07409
1493,6	-23,31613
1493,65	-23,33043
1493,7	-23,56873
1493,75	-23,3093
1493,8	-23,2177
1493,85	-23,11579
1493,9	-23,1383
1493,95	-23,00818
1494	-23,20176
1494,05	-23,16795
1494,1	-23,40324
1494,15	-23,30762
1494,2	-23,09208
1494,25	-22,95242
1494,3	-23,06448
1494,35	-22,94996
1494,4	-22,93431
1494,45	-23,08517
1494,5	-23,13469
1494,55	-23,38296
1494,6	-22,92632
1494,65	-22,94629
1494,7	-22,9297
1494,75	-23,03106
1494,8	-22,83251
1494,85	-22,77108
1494,9	-23,04283
1494,95	-23,12832
1495	-23,12761
1495,05	-22,95063
1495,1	-23,00091
1495,15	-22,94423
1495,2	-22,88213
1495,25	-22,9565
1495,3	-23,15277
1495,35	-22,95609
1495,4	-22,95414
1495,45	-23,02132
1495,5	-22,8845
1495,55	-22,94686
1495,6	-22,97201
1495,65	-23,14911
1495,7	-23,21331
1495,75	-23,19447
1495,8	-23,07606
1495,85	-23,10894
1495,9	-22,90821
1495,95	-22,89943
1496	-22,85963
1496,05	-23,1049
1496,1	-23,06403
1496,15	-23,04723
1496,2	-22,92621
1496,25	-22,81559
1496,3	-22,75384
1496,35	-22,74386
1496,4	-22,97115
1496,45	-23,04991
1496,5	-23,11332
1496,55	-22,9394
1496,6	-22,84683
1496,65	-22,6667
1496,7	-22,7539
1496,75	-22,69309
1496,8	-22,89913
1496,85	-22,87928
1496,9	-22,82648
1496,95	-22,70469
1497	-22,60573
1497,05	-22,64899
1497,1	-22,5942
1497,15	-22,68605
1497,2	-22,83326
1497,25	-22,88036
1497,3	-22,66249
1497,35	-22,81549
1497,4	-22,58649
1497,45	-22,71685
1497,5	-22,79508
1497,55	-22,86108
1497,6	-22,78717
1497,65	-22,8171
1497,7	-22,72023
1497,75	-22,52731
1497,8	-22,82747
1497,85	-22,81149
1497,9	-22,94876
1497,95	-22,84387
1498	-23,08996
1498,05	-22,84597
1498,1	-22,80099
1498,15	-22,57507
1498,2	-22,81726
1498,25	-22,72924
1498,3	-22,8243
1498,35	-22,93538
1498,4	-22,82716
1498,45	-22,73054
1498,5	-22,65664
1498,55	-22,62864
1498,6	-22,7035
1498,65	-22,6778
1498,7	-22,4589
1498,75	-22,73603
1498,8	-22,65296
1498,85	-22,50304
1498,9	-22,45637
1498,95	-22,52507
1499	-22,52232
1499,05	-22,55333
1499,1	-22,63016
1499,15	-22,63533
1499,2	-22,41723
1499,25	-22,40924
1499,3	-22,39764
1499,35	-22,44263
1499,4	-22,45653
1499,45	-22,44554
1499,5	-22,53652
1499,55	-22,57961
1499,6	-22,7016
1499,65	-22,37154
1499,7	-22,33374
1499,75	-22,5396
1499,8	-22,63464
1499,85	-22,47349
1499,9	-22,56174
1499,95	-22,6128
1500	-22,59087
1500,05	-22,53575
1500,1	-22,44657
1500,15	-22,46699
1500,2	-22,50775
1500,25	-22,43382
1500,3	-22,56062
1500,35	-22,4977
1500,4	-22,59966
1500,45	-22,57662
1500,5	-22,43162
1500,55	-22,36976
1500,6	-22,29376
1500,65	-22,30282
1500,7	-22,44986
1500,75	-22,5229
1500,8	-22,46981
1500,85	-22,3439
1500,9	-22,30768
1500,95	-22,29367
1501	-22,27459
1501,05	-22,31998
1501,1	-22,33469
1501,15	-22,45471
1501,2	-22,37768
1501,25	-22,11489
1501,3	-22,07901
1501,35	-22,32159
1501,4	-22,13988
1501,45	-22,24554
1501,5	-22,43665
1501,55	-22,37675
1501,6	-22,26277
1501,65	-22,11854
1501,7	-22,09741
1501,75	-22,29443
1501,8	-22,35554
1501,85	-22,07754
1501,9	-22,40236
1501,95	-22,34155
1502	-22,01946
1502,05	-21,99452
1502,1	-22,29858
1502,15	-22,19046
1502,2	-22,30758
1502,25	-22,41338
1502,3	-22,30246
1502,35	-22,37838
1502,4	-22,2075
1502,45	-22,13443
1502,5	-22,28321
1502,55	-22,34751
1502,6	-22,37223
1502,65	-22,24124
1502,7	-22,16118
1502,75	-22,05311
1502,8	-22,00004
1502,85	-22,14905
1502,9	-22,38806
1502,95	-22,31717
1503	-22,14105
