1485	-25,513
1485,05	-25,445
1485,1	-25,512
1485,15	-25,227
1485,2	-25,277
1485,25	-25,206
1485,3	-25,266
1485,35	-25,099
1485,4	-25,211
1485,45	-25,427
1485,5	-25,241
1485,55	-25,206
1485,6	-25,157
1485,65	-25,307
1485,7	-25,213
1485,75	-24,965
1485,8	-25,454
1485,85	-25,339
1485,9	-25,254
1485,95	-25,178
1486	-25,261
1486,05	-25,107
1486,1	-25,086
1486,15	-25,319
1486,2	-25,149
1486,25	-25,044
1486,3	-25,287
1486,35	-25,318
1486,4	-25,021
1486,45	-25,26
1486,5	-25,273
1486,55	-24,965
1486,6	-25,382
1486,65	-25,269
1486,7	-25,213
1486,75	-25,156
1486,8	-24,918
1486,85	-24,983
1486,9	-25,156
1486,95	-25,352
1487	-25,112
1487,05	-25,322
1487,1	-25,087
1487,15	-25,029
1487,2	-24,895
1487,25	-25,392
1487,3	-24,623
1487,35	-25,267
1487,4	-25,286
1487,45	-24,979
1487,5	-24,911
1487,55	-25,012
1487,6	-24,809
1487,65	-24,816
1487,7	-24,982
1487,75	-25,083
1487,8	-25,334
1487,85	-25,031
1487,9	-24,952
1487,95	-24,887
1488	-25,376
1488,05	-24,943
1488,1	-25,124
1488,15	-25,167
1488,2	-25,047
1488,25	-24,972
1488,3	-24,651
1488,35	-25,153
1488,4	-25,38
1488,45	-25,132
1488,5	-25,042
1488,55	-25,12
1488,6	-24,956
1488,65	-24,706
1488,7	-24,765
1488,75	-24,928
1488,8	-24,859
1488,85	-25,045
1488,9	-24,978
1488,95	-24,93
1489	-25,165
1489,05	-24,662
1489,1	-24,864
1489,15	-24,792
1489,2	-24,906
1489,25	-24,917
1489,3	-25,075
1489,35	-24,822
1489,4	-24,928
1489,45	-24,71
1489,5	-24,915
1489,55	-25,098
1489,6	-25,084
1489,65	-24,917
1489,7	-25,032
1489,75	-24,838
1489,8	-24,613
1489,85	-24,691
1489,9	-24,731
1489,95	-24,934
1490	-24,805
1490,05	-24,816
1490,1	-24,782
1490,15	-24,725
1490,2	-24,657
1490,25	-25
1490,3	-24,852
1490,35	-24,755
1490,4	-24,829
1490,45	-24,666
1490,5	-24,55
1490,55	-24,671
1490,6	-24,726
1490,65	-24,605
1490,7	-24,702
1490,75	-24,873
1490,8	-24,869
1490,85	-24,869
1490,9	-24,78
1490,95	-24,753
1491	-24,699
1491,05	-24,878
1491,1	-24,583
1491,15	-24,708
1491,2	-24,467
1491,25	-24,733
1491,3	-24,534
1491,35	-24,72
1491,4	-24,72
1491,45	-24,355
1491,5	-24,588
1491,55	-24,87
1491,6	-24,665
1491,65	-24,297
1491,7	-24,261
1491,75	-24,441
1491,8	-24,469
1491,85	-24,631
1491,9	-24,724
1491,95	-24,801
1492	-24,699
1492,05	-24,6
1492,1	-24,6
1492,15	-24,6
1492,2	-24,232
1492,25	-24,455
1492,3	-24,63
1492,35	-24,894
1492,4	-24,673
1492,45	-24,562
1492,5	-24,386
1492,55	-24,43
1492,6	-24,524
1492,65	-24,796
1492,7	-24,573
1492,75	-24,608
1492,8	-24,598
1492,85	-24,535
1492,9	-24,362
1492,95	-24,49
1493	-24,377
1493,05	-24,44
1493,1	-24,614
1493,15	-24,624
1493,2	-24,327
1493,25	-24,122
1493,3	-24,15
1493,35	-24,396
1493,4	-24,51
1493,45	-24,494
1493,5	-24,547
1493,55	-24,684
1493,6	-24,421
1493,65	-24,386
1493,7	-24,426
1493,75	-24,579
1493,8	-24,432
1493,85	-24,597
1493,9	-24,551
1493,95	-24,211
1494	-24,351
1494,05	-24,325
1494,1	-24,542
1494,15	-24,556
1494,2	-24,365
1494,25	-24,539
1494,3	-24,211
1494,35	-24,207
1494,4	-24,178
1494,45	-24,182
1494,5	-24,148
1494,55	-24,272
1494,6	-24,181
1494,65	-24,396
1494,7	-24,083
1494,75	-24,217
1494,8	-24,354
1494,85	-24,501
1494,9	-24,35
1494,95	-24,379
1495	-24,164
1495,05	-24,145
1495,1	-24,164
1495,15	-24,472
1495,2	-24,536
1495,25	-24,507
1495,3	-24,088
1495,35	-24,139
1495,4	-24,101
1495,45	-24,168
1495,5	-24,272
1495,55	-24,509
1495,6	-24,514
1495,65	-24,347
1495,7	-24,181
1495,75	-24,076
1495,8	-23,848
1495,85	-24,129
1495,9	-24,079
1495,95	-24,301
1496	-24,161
1496,05	-24,215
1496,1	-23,994
1496,15	-24,138
1496,2	-24,15
1496,25	-24,307
1496,3	-24,315
1496,35	-24,364
1496,4	-23,976
1496,45	-23,914
1496,5	-24,08
1496,55	-24,092
1496,6	-24,182
1496,65	-24,352
1496,7	-24,24
1496,75	-24,175
1496,8	-24,316
1496,85	-24,26
1496,9	-24,112
1496,95	-24,249
1497	-24,176
1497,05	-24,185
1497,1	-24,281
1497,15	-24,161
1497,2	-24,155
1497,25	-24,086
1497,3	-23,897
1497,35	-23,877
1497,4	-23,811
1497,45	-23,799
1497,5	-23,875
1497,55	-23,93
1497,6	-24,029
1497,65	-23,986
1497,7	-24,076
1497,75	-23,979
1497,8	-23,892
1497,85	-23,81
1497,9	-24,033
1497,95	-23,954
1498	-24,152
1498,05	-23,979
1498,1	-24,18
1498,15	-24,184
1498,2	-24,178
1498,25	-24,149
1498,3	-24,152
1498,35	-24,135
1498,4	-23,855
1498,45	-23,85
1498,5	-23,724
1498,55	-23,828
1498,6	-23,938
1498,65	-24,059
1498,7	-23,959
1498,75	-23,963
1498,8	-23,949
1498,85	-23,81
1498,9	-23,569
1498,95	-23,592
1499	-23,736
1499,05	-23,84
1499,1	-23,954
1499,15	-23,905
1499,2	-23,912
1499,25	-23,655
1499,3	-23,835
1499,35	-23,911
1499,4	-24,1
1499,45	-23,981
1499,5	-24,057
1499,55	-23,887
1499,6	-23,788
1499,65	-24,09
1499,7	-23,948
1499,75	-23,929
1499,8	-23,887
1499,85	-24,067
1499,9	-23,774
1499,95	-23,988
1500	-23,852
1500,05	-23,863
1500,1	-23,709
1500,15	-23,904
1500,2	-23,668
1500,25	-23,622
1500,3	-23,59
1500,35	-23,611
1500,4	-23,594
1500,45	-23,733
1500,5	-23,966
1500,55	-23,694
1500,6	-23,658
1500,65	-23,517
1500,7	-23,693
1500,75	-23,699
1500,8	-23,781
1500,85	-23,776
1500,9	-23,848
1500,95	-23,822
1501	-23,603
1501,05	-23,728
1501,1	-23,776
1501,15	-23,966
1501,2	-23,664
1501,25	-23,78
1501,3	-23,749
1501,35	-23,528
1501,4	-23,534
1501,45	-23,51
1501,5	-23,676
1501,55	-23,718
1501,6	-23,812
1501,65	-23,513
1501,7	-23,667
1501,75	-23,666
1501,8	-23,532
1501,85	-23,479
1501,9	-23,577
1501,95	-23,555
1502	-23,648
1502,05	-23,507
1502,1	-23,655
1502,15	-23,653
1502,2	-23,572
1502,25	-23,411
1502,3	-23,548
1502,35	-23,706
1502,4	-23,542
1502,45	-23,595
1502,5	-23,507
1502,55	-23,582
1502,6	-23,613
1502,65	-23,715
1502,7	-23,765
1502,75	-23,629
1502,8	-23,356
1502,85	-23,287
1502,9	-23,515
1502,95	-23,684
1503	-23,701
1503,05	-23,598
1503,1	-23,465
1503,15	-23,51
1503,2	-23,377
1503,25	-23,483
1503,3	-23,476
1503,35	-23,577
1503,4	-23,416
1503,45	-23,435
1503,5	-23,301
1503,55	-23,375
1503,6	-23,41
1503,65	-23,774
1503,7	-23,572
1503,75	-23,589
1503,8	-23,476
1503,85	-23,533
1503,9	-23,393
1503,95	-23,533
1504	-23,582
1504,05	-23,645
1504,1	-23,534
1504,15	-23,355
1504,2	-23,31
1504,25	-23,395
1504,3	-23,597
1504,35	-23,605
1504,4	-23,716
1504,45	-23,465
1504,5	-23,466
1504,55	-23,153
1504,6	-23,433
1504,65	-23,423
1504,7	-23,494
1504,75	-23,247
1504,8	-23,137
1504,85	-23,299
1504,9	-23,274
1504,95	-23,278
1505	-23,379
1505,05	-23,253
1505,1	-23,373
1505,15	-23,318
1505,2	-23,382
1505,25	-23,458
1505,3	-23,538
1505,35	-23,434
1505,4	-23,482
1505,45	-23,478
1505,5	-23,448
1505,55	-23,244
1505,6	-23,476
1505,65	-23,472
1505,7	-23,464
1505,75	-23,293
1505,8	-23,377
1505,85	-23,25
1505,9	-23,268
1505,95	-23,142
1506	-23,363
1506,05	-23,214
1506,1	-23,235
1506,15	-22,873
